id,game_id,value,external_popularity_source
612809,1910,0.000218568143325,Steam
4578672,1910,0.000101417200159,Twitch
3572363,1910,0.000866515332494,Steam
3572107,1910,0.000972545229491,Steam
2474670,1910,3.938279287e-05,Steam
931579,1911,0.000247806402949,Steam
1120,1911,0.000726792203502,IGDB
3495295,1911,0.000126337461397,IGDB
92383,1911,0.000481141301703,IGDB
611962,1911,0.001238896010249,Steam
3571663,1911,0.001620887952,Steam
2474363,1911,0.000859827115035,Steam
4578148,1911,0.00729333254114,Twitch
3875502,1911,0.000216855667598,IGDB
3571500,1911,0.001683397006618,Steam
4429535,1983,2.7248192331e-05,Steam
1160,1983,0.000330360092501,IGDB
3495363,1983,0.000221480487881,IGDB
92449,1983,0.000561985598727,IGDB
4586140,1983,4.12600489e-07,Twitch
3875549,1983,2.6172235745e-05,IGDB
2474905,1983,2.747636712e-06,Steam
614036,1983,8.4867980282e-05,Steam
3572533,1983,0.000257807582175,Steam
3572276,1983,0.000286107370309,Steam
937298,1991,6.1384506379e-05,Steam
1164,1991,0.000264288074001,IGDB
3495367,1991,0.000233958261846,IGDB
92455,1991,0.00036419178465,IGDB
2475235,1991,6.777503889e-06,Steam
615436,1991,5.574517249e-05,Steam
3573041,1991,0.000115731438174,Steam
3573313,1991,0.000107295720844,Steam
4581653,1991,5.36380636e-07,Twitch
3875554,1991,2.9911126565e-05,IGDB
3875558,2000,3.3650017386e-05,IGDB
1166,2000,3.7755439143e-05,IGDB
3495373,2000,0.000109180522195,IGDB
92469,2000,9.7327114863e-05,IGDB
612643,2000,4.9028295946e-05,Steam
2474645,2000,7.510207012e-06,Steam
4703432,2000,4.1260049e-08,Twitch
3572313,2000,7.6000561038e-05,Steam
3572058,2000,8.0414294961e-05,Steam
936302,2002,0.000124290485426,Steam
3875559,2002,3.3650017386e-05,IGDB
1168,2002,8.4949738072e-05,IGDB
3495374,2002,8.7344417756e-05,IGDB
92468,2002,0.000165613074485,IGDB
3572370,2002,0.000306261087653,Steam
3853572,2002,7.01420831e-07,Twitch
2474868,2002,8.7374847437e-05,Steam
613566,2002,0.000199692249386,Steam
3572629,2002,0.000291274580567,Steam
933934,2025,0.000200364118839,Steam
612670,2025,0.000184983760603,Steam
3875568,2025,4.4866689848e-05,IGDB
1173,2025,0.000151021756572,IGDB
3495386,2025,0.000115419409177,IGDB
92485,2025,0.000296690721115,IGDB
3571773,2025,0.001304792738513,Steam
4580560,2025,7.01420831e-07,Twitch
3572028,2025,0.001147316824772,Steam
2474542,2025,0.000559602010318,Steam
4399677,2042,0.00011884084696,Steam
3875575,2042,1.4955563283e-05,IGDB
1180,2042,9.438859786e-06,IGDB
